beam_width,wall_time_s,label,resource_cost,fidelity,success_prob,rate
1,0.13367342948913574,end_optimistic.n3.YY_ZX,60,0.906317288623857,0.6195951122376533,6195.951122376533
2,0.18238329887390137,beam.span.((hop0+hop1)+(hop2.n3.YY_ZX+(hop3.n3.YY_ZX+(hop4.n3.YY_ZX+(hop5.n3.YY_ZX+(hop6.n3.YY_ZX+(hop7.n3.YY_ZX+(hop8.n3.YY_ZX+hop9.n3.YY_ZX)))))))),52,0.9103062398816354,0.6536559747963379,6536.559747963378
4,0.18279552459716797,beam.span.((hop0+hop1)+(hop2.n3.YY_ZX+(hop3.n3.YY_ZX+(hop4.n3.YY_ZX+(hop5.n3.YY_ZX+(hop6.n3.YY_ZX+(hop7.n3.YY_ZX+(hop8.n3.YY_ZX+hop9.n3.YY_ZX)))))))),52,0.9103062398816354,0.6536559747963379,6536.559747963378
8,0.5706567764282227,beam.span.((hop0.n2.YY+(hop1+hop2))+(hop3.n3.ZX_YY+(hop4.n3.ZX_YY+(hop5.n3.ZX_YY+(hop6.n3.ZX_YY+(hop7.n3.ZX_YY+(hop8.n3.ZX_YY+hop9.n3.ZX_YY))))))),50,0.9046928819497215,0.671317509739292,6713.17509739292
16,3.3947393894195557,beam.span.((hop0.n2.YY+(hop1+hop2))+(hop3.n3.ZX_YY+(hop4.n3.ZX_YY+(hop5.n3.ZX_YY+(hop6.n3.ZX_YY+(hop7.n3.ZX_YY+(hop8.n3.ZX_YY+hop9.n3.ZX_YY))))))),50,0.9046928819497215,0.671317509739292,6713.17509739292
25,14.274213314056396,beam.span.((hop0.n2.YY+(hop1+hop2))+(hop3.n3.ZX_YY+(hop4.n3.ZX_YY+(hop5.n3.ZX_YY+(hop6.n3.ZX_YY+(hop7.n3.ZX_YY+(hop8.n3.ZX_YY+hop9.n3.ZX_YY))))))),50,0.9046928819497215,0.671317509739292,6713.17509739292
32,28.673020839691162,beam.span.((hop0.n2.YY+(hop1+hop2))+(hop3.n3.ZX_YY+(hop4.n3.ZX_YY+(hop5.n3.ZX_YY+(hop6.n3.ZX_YY+(hop7.n3.ZX_YY+(hop8.n3.ZX_YY+hop9.n3.ZX_YY))))))),50,0.9046928819497215,0.671317509739292,6713.17509739292
