beam_width,wall_time_s,rate,exact_rate,gap_pct
1,0.2957792282104492,2006.8930838424326,2332.0940495253894,13.94459051722804
2,0.43007969856262207,2305.3946629434586,2332.0940495253894,1.1448674888289574
4,0.44272351264953613,2305.3946629434586,2332.0940495253894,1.1448674888289574
8,0.4940910339355469,2332.094049525389,2332.0940495253894,1.949952880240876e-14
16,0.5459752082824707,2332.094049525389,2332.0940495253894,1.949952880240876e-14
25,1.125453233718872,2332.0940495253894,2332.0940495253894,0.0
32,1.5752286911010742,2332.094049525389,2332.0940495253894,1.949952880240876e-14
